date,line,shift,planned_min,downtime_min,ideal_units_per_min,total_units,good_units,scrap_units,downtime_reason
2026-05-05,Line A,C,480,10,1.6,554,510,44,Changeover
2026-05-05,Line B,A,480,90,1.6,494,464,30,Changeover
2026-05-05,Line B,B,480,20,1.6,517,464,53,Quality Hold
2026-05-05,Line B,C,480,0,1.6,649,598,51,Material Shortage
2026-05-05,Line C,A,480,120,1.6,458,452,6,Planned Maintenance
2026-05-05,Line C,B,480,120,1.6,497,461,36,Material Shortage
2026-05-05,Line C,C,480,0,1.6,485,469,16,No Downtime
2026-05-05,Line D,A,480,20,1.6,416,381,35,Quality Hold
2026-05-05,Line D,B,480,10,1.6,569,559,10,Planned Maintenance
2026-05-05,Line D,C,480,60,1.6,678,650,28,Quality Hold
2026-05-06,Line A,A,480,0,1.6,448,414,34,Material Shortage
2026-05-06,Line A,B,480,20,1.6,636,582,54,No Downtime
2026-05-06,Line A,C,480,20,1.6,683,650,33,Planned Maintenance
2026-05-06,Line B,A,480,30,1.6,408,392,16,Planned Maintenance
2026-05-06,Line B,B,480,45,1.6,675,656,19,Planned Maintenance
2026-05-06,Line B,C,480,45,1.6,763,716,47,Changeover
2026-05-06,Line C,A,480,20,1.6,724,677,47,Quality Hold
2026-05-06,Line C,B,480,30,1.6,451,415,36,Planned Maintenance
2026-05-06,Line C,C,480,20,1.6,545,492,53,Quality Hold
2026-05-06,Line D,A,480,20,1.6,579,523,56,Machine Failure
2026-05-06,Line D,B,480,90,1.6,685,663,22,Planned Maintenance
2026-05-06,Line D,C,480,20,1.6,646,607,39,No Downtime
2026-05-07,Line A,A,480,90,1.6,393,387,6,Material Shortage
2026-05-07,Line A,B,480,30,1.6,744,717,27,Material Shortage
2026-05-07,Line A,C,480,20,1.6,469,462,7,Material Shortage
2026-05-07,Line B,A,480,10,1.6,587,553,34,Changeover
2026-05-07,Line B,B,480,10,1.6,715,677,38,Machine Failure
2026-05-07,Line B,C,480,90,1.6,709,654,55,Machine Failure
2026-05-07,Line C,A,480,30,1.6,515,510,5,Planned Maintenance
2026-05-07,Line C,B,480,120,1.6,514,487,27,Material Shortage
2026-05-07,Line C,C,480,60,1.6,667,627,40,Machine Failure
2026-05-07,Line D,A,480,45,1.6,507,458,49,Machine Failure
2026-05-07,Line D,B,480,90,1.6,719,710,9,Machine Failure
2026-05-07,Line D,C,480,45,1.6,431,394,37,Changeover
2026-05-08,Line A,A,480,0,1.6,664,631,33,Material Shortage
2026-05-08,Line A,B,480,30,1.6,504,459,45,Planned Maintenance
2026-05-08,Line A,C,480,60,1.6,579,571,8,No Downtime
2026-05-08,Line B,A,480,120,1.6,575,569,6,Changeover
2026-05-08,Line B,B,480,45,1.6,646,636,10,Machine Failure
2026-05-08,Line B,C,480,30,1.6,707,673,34,No Downtime
2026-05-08,Line C,A,480,45,1.6,435,383,52,Changeover
2026-05-08,Line C,B,480,45,1.6,424,371,53,Machine Failure
2026-05-08,Line C,C,480,10,1.6,701,679,22,Quality Hold
2026-05-08,Line D,A,480,30,1.6,584,568,16,No Downtime
2026-05-08,Line D,B,480,0,1.6,543,528,15,Changeover
2026-05-08,Line D,C,480,60,1.6,503,483,20,Quality Hold
2026-05-09,Line A,A,480,20,1.6,730,684,46,Material Shortage
2026-05-09,Line A,B,480,10,1.6,637,592,45,Material Shortage
2026-05-09,Line A,C,480,20,1.6,555,502,53,Planned Maintenance
2026-05-09,Line B,A,480,0,1.6,586,571,15,Changeover
2026-05-09,Line B,B,480,20,1.6,572,535,37,Changeover
2026-05-09,Line B,C,480,120,1.6,600,567,33,Changeover
2026-05-09,Line C,A,480,20,1.6,493,455,38,No Downtime
2026-05-09,Line C,B,480,45,1.6,723,677,46,Changeover
2026-05-09,Line C,C,480,60,1.6,419,388,31,Material Shortage
2026-05-09,Line D,A,480,10,1.6,714,706,8,Material Shortage
2026-05-09,Line D,B,480,60,1.6,734,713,21,Changeover
2026-05-09,Line D,C,480,30,1.6,700,663,37,Quality Hold
2026-05-10,Line A,A,480,0,1.6,503,455,48,Machine Failure
2026-05-10,Line A,B,480,120,1.6,422,374,48,No Downtime
2026-05-10,Line A,C,480,10,1.6,419,407,12,Machine Failure
2026-05-10,Line B,A,480,20,1.6,707,677,30,Material Shortage
2026-05-10,Line B,B,480,20,1.6,651,633,18,No Downtime
2026-05-10,Line B,C,480,30,1.6,538,500,38,No Downtime
2026-05-10,Line C,A,480,60,1.6,451,438,13,Quality Hold
2026-05-10,Line C,B,480,20,1.6,574,526,48,No Downtime
2026-05-10,Line C,C,480,0,1.6,741,708,33,Changeover
2026-05-10,Line D,A,480,20,1.6,738,688,50,Machine Failure
2026-05-10,Line D,B,480,30,1.6,561,539,22,Material Shortage
2026-05-10,Line D,C,480,0,1.6,702,693,9,Machine Failure
2026-05-11,Line A,A,480,0,1.6,448,404,44,Material Shortage
2026-05-11,Line A,B,480,90,1.6,490,458,32,No Downtime
2026-05-11,Line A,C,480,90,1.6,460,441,19,Quality Hold
2026-05-11,Line B,A,480,20,1.6,403,350,53,No Downtime
2026-05-11,Line B,B,480,45,1.6,559,551,8,Changeover
2026-05-11,Line B,C,480,90,1.6,648,609,39,No Downtime
2026-05-11,Line C,A,480,45,1.6,631,579,52,No Downtime
2026-05-11,Line C,B,480,20,1.6,720,661,59,Material Shortage
2026-05-11,Line C,C,480,45,1.6,591,579,12,Planned Maintenance
2026-05-11,Line D,A,480,120,1.6,508,492,16,Quality Hold
2026-05-11,Line D,B,480,30,1.6,718,661,57,Planned Maintenance
2026-05-11,Line D,C,480,120,1.6,503,455,48,No Downtime
2026-05-12,Line A,A,480,20,1.6,677,655,22,Planned Maintenance
2026-05-12,Line A,B,480,90,1.6,417,396,21,Machine Failure
2026-05-12,Line A,C,480,0,1.6,684,631,53,Material Shortage
2026-05-12,Line B,A,480,45,1.6,614,571,43,Planned Maintenance
2026-05-12,Line B,B,480,0,1.6,709,699,10,Quality Hold
2026-05-12,Line B,C,480,0,1.6,548,534,14,Quality Hold
2026-05-12,Line C,A,480,45,1.6,709,668,41,Planned Maintenance
2026-05-12,Line C,B,480,0,1.6,612,578,34,Machine Failure
2026-05-12,Line C,C,480,90,1.6,666,655,11,No Downtime
2026-05-12,Line D,A,480,0,1.6,600,547,53,No Downtime
2026-05-12,Line D,B,480,0,1.6,571,544,27,Changeover
2026-05-12,Line D,C,480,45,1.6,570,552,18,No Downtime
2026-05-13,Line A,A,480,45,1.6,694,670,24,No Downtime
2026-05-13,Line A,B,480,45,1.6,423,377,46,No Downtime
2026-05-13,Line A,C,480,0,1.6,561,514,47,Material Shortage
2026-05-13,Line B,A,480,20,1.6,444,415,29,Quality Hold
2026-05-13,Line B,B,480,30,1.6,561,502,59,Changeover
2026-05-13,Line B,C,480,20,1.6,644,604,40,Planned Maintenance
2026-05-13,Line C,A,480,20,1.6,598,571,27,Planned Maintenance
2026-05-13,Line C,B,480,20,1.6,539,485,54,Machine Failure
2026-05-13,Line C,C,480,10,1.6,706,693,13,Changeover
2026-05-13,Line D,A,480,10,1.6,558,512,46,No Downtime
2026-05-13,Line D,B,480,60,1.6,417,394,23,No Downtime
2026-05-13,Line D,C,480,90,1.6,632,579,53,Changeover
2026-05-14,Line A,A,480,30,1.6,595,566,29,Planned Maintenance
2026-05-14,Line A,B,480,120,1.6,636,590,46,Material Shortage
2026-05-14,Line A,C,480,120,1.6,689,648,41,Machine Failure
2026-05-14,Line B,A,480,30,1.6,669,644,25,No Downtime
2026-05-14,Line B,B,480,10,1.6,685,642,43,Machine Failure
2026-05-14,Line B,C,480,20,1.6,467,447,20,Planned Maintenance
2026-05-14,Line C,A,480,10,1.6,617,609,8,No Downtime
2026-05-14,Line C,B,480,60,1.6,665,642,23,Quality Hold
2026-05-14,Line C,C,480,10,1.6,396,355,41,Quality Hold
2026-05-14,Line D,A,480,30,1.6,429,381,48,Quality Hold
2026-05-14,Line D,B,480,30,1.6,461,432,29,Changeover
2026-05-14,Line D,C,480,45,1.6,444,433,11,Changeover
2026-05-15,Line A,A,480,45,1.6,517,492,25,Machine Failure
2026-05-15,Line A,B,480,30,1.6,426,382,44,Quality Hold
2026-05-15,Line A,C,480,90,1.6,643,590,53,Material Shortage
2026-05-15,Line B,A,480,45,1.6,396,371,25,Machine Failure
2026-05-15,Line B,B,480,45,1.6,540,515,25,Changeover
2026-05-15,Line B,C,480,20,1.6,491,469,22,Quality Hold
2026-05-15,Line C,A,480,45,1.6,393,353,40,Machine Failure
2026-05-15,Line C,B,480,20,1.6,611,600,11,Planned Maintenance
2026-05-15,Line C,C,480,20,1.6,616,578,38,Material Shortage
2026-05-15,Line D,A,480,30,1.6,559,520,39,Material Shortage
2026-05-15,Line D,B,480,20,1.6,677,660,17,Material Shortage
2026-05-15,Line D,C,480,0,1.6,548,492,56,Quality Hold
2026-05-16,Line A,A,480,90,1.6,608,584,24,Material Shortage
2026-05-16,Line A,B,480,30,1.6,429,388,41,Material Shortage
2026-05-16,Line A,C,480,90,1.6,469,458,11,Machine Failure
2026-05-16,Line B,A,480,20,1.6,493,483,10,Material Shortage
2026-05-16,Line B,B,480,10,1.6,727,707,20,Changeover
2026-05-16,Line B,C,480,120,1.6,644,613,31,Changeover
2026-05-16,Line C,A,480,60,1.6,606,594,12,Machine Failure
2026-05-16,Line C,B,480,20,1.6,584,564,20,Machine Failure
2026-05-16,Line C,C,480,60,1.6,531,485,46,No Downtime
2026-05-16,Line D,A,480,10,1.6,409,399,10,Planned Maintenance
2026-05-16,Line D,B,480,120,1.6,464,426,38,Machine Failure
2026-05-16,Line D,C,480,120,1.6,720,672,48,Planned Maintenance
2026-05-17,Line A,A,480,30,1.6,445,428,17,Quality Hold
2026-05-17,Line A,B,480,30,1.6,494,487,7,No Downtime
2026-05-17,Line A,C,480,10,1.6,480,454,26,Planned Maintenance
2026-05-17,Line B,A,480,45,1.6,385,358,27,Changeover
2026-05-17,Line B,B,480,60,1.6,408,391,17,Machine Failure
2026-05-17,Line B,C,480,45,1.6,611,594,17,Changeover
2026-05-17,Line C,A,480,10,1.6,452,425,27,Planned Maintenance
2026-05-17,Line C,B,480,10,1.6,661,625,36,Material Shortage
2026-05-17,Line C,C,480,20,1.6,625,608,17,Machine Failure
2026-05-17,Line D,A,480,60,1.6,655,646,9,No Downtime
2026-05-17,Line D,B,480,60,1.6,427,387,40,Quality Hold
2026-05-17,Line D,C,480,60,1.6,469,419,50,Planned Maintenance
2026-05-18,Line A,A,480,45,1.6,563,520,43,Quality Hold
2026-05-18,Line A,B,480,10,1.6,698,657,41,Planned Maintenance
2026-05-18,Line A,C,480,20,1.6,619,596,23,Machine Failure
2026-05-18,Line B,A,480,0,1.6,496,470,26,Changeover
2026-05-18,Line B,B,480,20,1.6,745,717,28,Changeover
2026-05-18,Line B,C,480,45,1.6,689,665,24,Planned Maintenance
2026-05-18,Line C,A,480,120,1.6,513,497,16,Material Shortage
2026-05-18,Line C,B,480,0,1.6,542,537,5,Changeover
2026-05-18,Line C,C,480,120,1.6,651,642,9,Planned Maintenance
2026-05-18,Line D,A,480,60,1.6,673,630,43,Quality Hold
2026-05-18,Line D,B,480,60,1.6,594,565,29,Quality Hold
2026-05-18,Line D,C,480,20,1.6,526,480,46,Machine Failure
2026-05-19,Line A,A,480,10,1.6,428,407,21,Machine Failure
2026-05-19,Line A,B,480,10,1.6,741,715,26,Machine Failure
2026-05-19,Line A,C,480,90,1.6,507,495,12,Material Shortage
2026-05-19,Line B,A,480,60,1.6,744,707,37,Quality Hold
2026-05-19,Line B,B,480,20,1.6,670,655,15,Changeover
2026-05-19,Line B,C,480,0,1.6,421,389,32,Changeover
2026-05-19,Line C,A,480,20,1.6,457,402,55,Quality Hold
2026-05-19,Line C,B,480,120,1.6,554,548,6,Planned Maintenance
2026-05-19,Line C,C,480,0,1.6,720,685,35,No Downtime
2026-05-19,Line D,A,480,0,1.6,467,408,59,No Downtime
2026-05-19,Line D,B,480,10,1.6,622,607,15,No Downtime
2026-05-19,Line D,C,480,30,1.6,408,387,21,Changeover
2026-05-20,Line A,A,480,0,1.6,413,369,44,Planned Maintenance
2026-05-20,Line A,B,480,45,1.6,486,444,42,Changeover
2026-05-20,Line A,C,480,30,1.6,382,352,30,Machine Failure
2026-05-20,Line B,A,480,120,1.6,638,600,38,Planned Maintenance
2026-05-20,Line B,B,480,0,1.6,543,511,32,Changeover
2026-05-20,Line B,C,480,0,1.6,468,436,32,Machine Failure
2026-05-20,Line C,A,480,10,1.6,568,511,57,Quality Hold
2026-05-20,Line C,B,480,60,1.6,633,625,8,Planned Maintenance
2026-05-20,Line C,C,480,10,1.6,711,685,26,Quality Hold
2026-05-20,Line D,A,480,10,1.6,526,513,13,Changeover
2026-05-20,Line D,B,480,45,1.6,557,548,9,No Downtime
2026-05-20,Line D,C,480,20,1.6,486,452,34,Planned Maintenance
2026-05-21,Line A,A,480,30,1.6,508,464,44,No Downtime
2026-05-21,Line A,B,480,10,1.6,411,388,23,Machine Failure
2026-05-21,Line A,C,480,10,1.6,724,678,46,No Downtime
2026-05-21,Line B,A,480,45,1.6,769,717,52,Material Shortage
2026-05-21,Line B,B,480,10,1.6,475,426,49,Material Shortage
2026-05-21,Line B,C,480,30,1.6,719,692,27,Changeover
2026-05-21,Line C,A,480,20,1.6,750,711,39,Changeover
2026-05-21,Line C,B,480,20,1.6,722,669,53,Machine Failure
2026-05-21,Line C,C,480,0,1.6,365,353,12,Quality Hold
2026-05-21,Line D,A,480,30,1.6,704,664,40,No Downtime
2026-05-21,Line D,B,480,0,1.6,582,557,25,Material Shortage
2026-05-21,Line D,C,480,30,1.6,677,644,33,Material Shortage
2026-05-22,Line A,A,480,20,1.6,471,431,40,Machine Failure
2026-05-22,Line A,B,480,20,1.6,614,604,10,Machine Failure
2026-05-22,Line A,C,480,120,1.6,584,554,30,Machine Failure
2026-05-22,Line B,A,480,30,1.6,634,615,19,Material Shortage
2026-05-22,Line B,B,480,10,1.6,599,591,8,Planned Maintenance
2026-05-22,Line B,C,480,10,1.6,452,420,32,Changeover
2026-05-22,Line C,A,480,10,1.6,499,475,24,Quality Hold
2026-05-22,Line C,B,480,0,1.6,667,652,15,Material Shortage
2026-05-22,Line C,C,480,60,1.6,462,428,34,Changeover
2026-05-22,Line D,A,480,10,1.6,551,512,39,Quality Hold
2026-05-22,Line D,B,480,10,1.6,747,695,52,Changeover
2026-05-22,Line D,C,480,10,1.6,705,654,51,Material Shortage
2026-05-23,Line A,A,480,90,1.6,664,643,21,No Downtime
2026-05-23,Line A,B,480,60,1.6,652,593,59,Planned Maintenance
2026-05-23,Line A,C,480,60,1.6,679,648,31,Planned Maintenance
2026-05-23,Line B,A,480,20,1.6,717,661,56,Machine Failure
2026-05-23,Line B,B,480,20,1.6,589,566,23,Quality Hold
2026-05-23,Line B,C,480,60,1.6,651,633,18,Material Shortage
2026-05-23,Line C,A,480,0,1.6,608,582,26,Planned Maintenance
2026-05-23,Line C,B,480,120,1.6,560,521,39,No Downtime
2026-05-23,Line C,C,480,120,1.6,474,429,45,Material Shortage
2026-05-23,Line D,A,480,10,1.6,613,600,13,Changeover
2026-05-23,Line D,B,480,0,1.6,558,508,50,Changeover
2026-05-23,Line D,C,480,0,1.6,478,452,26,Machine Failure
2026-05-24,Line A,A,480,10,1.6,612,568,44,Material Shortage
2026-05-24,Line A,B,480,10,1.6,361,352,9,No Downtime
2026-05-24,Line A,C,480,60,1.6,413,374,39,Changeover
2026-05-24,Line B,A,480,10,1.6,566,556,10,No Downtime
2026-05-24,Line B,B,480,45,1.6,611,578,33,No Downtime
2026-05-24,Line B,C,480,10,1.6,449,409,40,Changeover
2026-05-24,Line C,A,480,10,1.6,578,570,8,Planned Maintenance
2026-05-24,Line C,B,480,20,1.6,511,500,11,Machine Failure
2026-05-24,Line C,C,480,20,1.6,470,447,23,Planned Maintenance
2026-05-24,Line D,A,480,30,1.6,534,489,45,Changeover
2026-05-24,Line D,B,480,10,1.6,451,403,48,Planned Maintenance
2026-05-24,Line D,C,480,20,1.6,556,539,17,Planned Maintenance
2026-05-25,Line A,A,480,45,1.6,564,513,51,No Downtime
2026-05-25,Line A,B,480,30,1.6,696,650,46,Planned Maintenance
2026-05-25,Line A,C,480,0,1.6,635,592,43,Changeover
2026-05-25,Line B,A,480,10,1.6,481,444,37,Material Shortage
2026-05-25,Line B,B,480,20,1.6,627,621,6,Changeover
2026-05-25,Line B,C,480,45,1.6,645,593,52,Planned Maintenance
2026-05-25,Line C,A,480,0,1.6,422,382,40,Material Shortage
2026-05-25,Line C,B,480,0,1.6,708,660,48,Machine Failure
2026-05-25,Line C,C,480,10,1.6,583,553,30,Changeover
2026-05-25,Line D,A,480,30,1.6,472,413,59,Changeover
2026-05-25,Line D,B,480,30,1.6,753,719,34,No Downtime
2026-05-25,Line D,C,480,10,1.6,638,603,35,Planned Maintenance
2026-05-26,Line A,A,480,45,1.6,537,493,44,Changeover
2026-05-26,Line A,B,480,90,1.6,415,375,40,Quality Hold
2026-05-26,Line A,C,480,10,1.6,513,485,28,Quality Hold
2026-05-26,Line B,A,480,20,1.6,566,541,25,Machine Failure
2026-05-26,Line B,B,480,10,1.6,573,549,24,Changeover
2026-05-26,Line B,C,480,20,1.6,674,638,36,Material Shortage
2026-05-26,Line C,A,480,20,1.6,475,459,16,Planned Maintenance
2026-05-26,Line C,B,480,120,1.6,393,354,39,Machine Failure
2026-05-26,Line C,C,480,30,1.6,621,597,24,Changeover
2026-05-26,Line D,A,480,90,1.6,388,369,19,No Downtime
2026-05-26,Line D,B,480,10,1.6,433,406,27,Planned Maintenance
2026-05-26,Line D,C,480,0,1.6,543,488,55,Quality Hold
2026-05-27,Line A,A,480,45,1.6,547,501,46,Planned Maintenance
2026-05-27,Line A,B,480,0,1.6,642,599,43,Machine Failure
2026-05-27,Line A,C,480,20,1.6,738,695,43,Machine Failure
2026-05-27,Line B,A,480,20,1.6,527,492,35,No Downtime
2026-05-27,Line B,B,480,0,1.6,698,679,19,Planned Maintenance
2026-05-27,Line B,C,480,120,1.6,512,457,55,Machine Failure
2026-05-27,Line C,A,480,0,1.6,475,448,27,Material Shortage
2026-05-27,Line C,B,480,0,1.6,630,590,40,No Downtime
2026-05-27,Line C,C,480,10,1.6,680,637,43,Planned Maintenance
2026-05-27,Line D,A,480,90,1.6,445,409,36,Machine Failure
2026-05-27,Line D,B,480,45,1.6,426,375,51,Quality Hold
2026-05-27,Line D,C,480,0,1.6,467,444,23,Quality Hold
2026-05-28,Line A,A,480,20,1.6,613,582,31,Machine Failure
2026-05-28,Line A,B,480,20,1.6,653,639,14,Changeover
2026-05-28,Line A,C,480,20,1.6,426,396,30,Material Shortage
2026-05-28,Line B,A,480,0,1.6,512,500,12,Machine Failure
2026-05-28,Line B,B,480,10,1.6,716,698,18,Material Shortage
2026-05-28,Line B,C,480,0,1.6,673,639,34,Machine Failure
2026-05-28,Line C,A,480,30,1.6,636,614,22,Machine Failure
2026-05-28,Line C,B,480,20,1.6,489,438,51,Quality Hold
2026-05-28,Line C,C,480,45,1.6,664,606,58,Changeover
2026-05-28,Line D,A,480,20,1.6,708,665,43,Changeover
2026-05-28,Line D,B,480,20,1.6,550,532,18,Quality Hold
2026-05-28,Line D,C,480,0,1.6,745,702,43,Machine Failure
2026-05-29,Line A,A,480,30,1.6,738,701,37,Material Shortage
2026-05-29,Line A,B,480,90,1.6,505,453,52,Changeover
2026-05-29,Line A,C,480,30,1.6,476,466,10,No Downtime
2026-05-29,Line B,A,480,0,1.6,714,679,35,Changeover
2026-05-29,Line B,B,480,90,1.6,604,548,56,Machine Failure
2026-05-29,Line B,C,480,60,1.6,741,684,57,Machine Failure
2026-05-29,Line C,A,480,0,1.6,659,630,29,Machine Failure
2026-05-29,Line C,B,480,120,1.6,381,373,8,Material Shortage
2026-05-29,Line C,C,480,10,1.6,439,423,16,Quality Hold
2026-05-29,Line D,A,480,20,1.6,380,355,25,Material Shortage
2026-05-29,Line D,B,480,90,1.6,516,474,42,Material Shortage
2026-05-29,Line D,C,480,60,1.6,512,486,26,Planned Maintenance
2026-05-30,Line A,A,480,10,1.6,479,428,51,No Downtime
2026-05-30,Line A,B,480,30,1.6,704,693,11,Changeover
2026-05-30,Line A,C,480,90,1.6,677,621,56,No Downtime
2026-05-30,Line B,A,480,0,1.6,494,478,16,No Downtime
2026-05-30,Line B,B,480,30,1.6,696,679,17,Planned Maintenance
2026-05-30,Line B,C,480,10,1.6,570,559,11,No Downtime
2026-05-30,Line C,A,480,20,1.6,365,350,15,Quality Hold
2026-05-30,Line C,B,480,20,1.6,388,365,23,No Downtime
2026-05-30,Line C,C,480,10,1.6,660,630,30,Changeover
2026-05-30,Line D,A,480,0,1.6,762,709,53,Machine Failure
2026-05-30,Line D,B,480,60,1.6,591,581,10,No Downtime
2026-05-30,Line D,C,480,60,1.6,707,693,14,Material Shortage
2026-05-31,Line A,A,480,30,1.6,546,511,35,Machine Failure
2026-05-31,Line A,B,480,10,1.6,641,606,35,Changeover
2026-05-31,Line A,C,480,10,1.6,733,712,21,Changeover
2026-05-31,Line B,A,480,90,1.6,452,415,37,No Downtime
2026-05-31,Line B,B,480,20,1.6,570,527,43,Planned Maintenance
2026-05-31,Line B,C,480,10,1.6,553,531,22,Changeover
2026-05-31,Line C,A,480,120,1.6,427,404,23,Machine Failure
2026-05-31,Line C,B,480,90,1.6,596,564,32,Machine Failure
2026-05-31,Line C,C,480,60,1.6,377,366,11,Material Shortage
2026-05-31,Line D,A,480,60,1.6,641,621,20,No Downtime
2026-05-31,Line D,B,480,120,1.6,614,570,44,Material Shortage
2026-05-31,Line D,C,480,10,1.6,762,711,51,Quality Hold
2026-06-01,Line A,A,480,10,1.6,493,484,9,Quality Hold
2026-06-01,Line A,B,480,45,1.6,524,512,12,Planned Maintenance
2026-06-01,Line A,C,480,0,1.6,687,631,56,Changeover
2026-06-01,Line B,A,480,10,1.6,457,441,16,Planned Maintenance
2026-06-01,Line B,B,480,90,1.6,660,615,45,Planned Maintenance
2026-06-01,Line B,C,480,20,1.6,531,473,58,No Downtime
2026-06-01,Line C,A,480,20,1.6,476,427,49,Changeover
2026-06-01,Line C,B,480,20,1.6,687,639,48,No Downtime
2026-06-01,Line C,C,480,20,1.6,494,448,46,Planned Maintenance
2026-06-01,Line D,A,480,10,1.6,594,586,8,Quality Hold
2026-06-01,Line D,B,480,30,1.6,608,574,34,No Downtime
2026-06-01,Line D,C,480,120,1.6,409,390,19,No Downtime
2026-06-02,Line A,A,480,0,1.6,484,428,56,Quality Hold
2026-06-02,Line A,B,480,0,1.6,598,546,52,Planned Maintenance
2026-06-02,Line A,C,480,20,1.6,596,552,44,Material Shortage
2026-06-02,Line B,A,480,30,1.6,680,656,24,Material Shortage
2026-06-02,Line B,B,480,60,1.6,699,656,43,Changeover
2026-06-02,Line B,C,480,10,1.6,715,686,29,Planned Maintenance
2026-06-02,Line C,A,480,90,1.6,490,466,24,Machine Failure
2026-06-02,Line C,B,480,10,1.6,532,501,31,Material Shortage
2026-06-02,Line C,C,480,10,1.6,554,531,23,Changeover
2026-06-02,Line D,A,480,45,1.6,428,390,38,Changeover
2026-06-02,Line D,B,480,30,1.6,597,577,20,Planned Maintenance
2026-06-02,Line D,C,480,45,1.6,519,483,36,Changeover
2026-06-03,Line A,A,480,30,1.6,658,630,28,No Downtime
2026-06-03,Line A,B,480,90,1.6,615,556,59,Machine Failure
2026-06-03,Line A,C,480,20,1.6,418,376,42,Planned Maintenance
2026-06-03,Line B,A,480,120,1.6,396,382,14,Changeover
2026-06-03,Line B,B,480,10,1.6,521,475,46,Changeover
2026-06-03,Line B,C,480,30,1.6,674,651,23,No Downtime
2026-06-03,Line C,A,480,0,1.6,693,659,34,Material Shortage
2026-06-03,Line C,B,480,90,1.6,667,624,43,Quality Hold
2026-06-03,Line C,C,480,30,1.6,438,412,26,Changeover
2026-06-03,Line D,A,480,30,1.6,583,561,22,No Downtime
2026-06-03,Line D,B,480,60,1.6,481,436,45,No Downtime
2026-06-03,Line D,C,480,0,1.6,704,691,13,Planned Maintenance
2026-06-04,Line A,A,480,20,1.6,574,528,46,Planned Maintenance
2026-06-04,Line A,B,480,20,1.6,496,459,37,Planned Maintenance
2026-06-04,Line A,C,480,0,1.6,613,592,21,Machine Failure
2026-06-04,Line B,A,480,60,1.6,575,530,45,Machine Failure
2026-06-04,Line B,B,480,60,1.6,381,363,18,Material Shortage
2026-06-04,Line B,C,480,30,1.6,475,462,13,Quality Hold
2026-06-04,Line C,A,480,90,1.6,518,465,53,Quality Hold
2026-06-04,Line C,B,480,45,1.6,485,442,43,Quality Hold
2026-06-04,Line C,C,480,20,1.6,603,556,47,Machine Failure
2026-06-04,Line D,A,480,20,1.6,704,682,22,No Downtime
2026-06-04,Line D,B,480,0,1.6,616,602,14,No Downtime
2026-06-04,Line D,C,480,10,1.6,678,632,46,Quality Hold
2026-06-05,Line A,A,480,20,1.6,369,356,13,Material Shortage
2026-06-05,Line A,B,480,45,1.6,673,629,44,Material Shortage
2026-06-05,Line A,C,480,10,1.6,441,392,49,Changeover
2026-06-05,Line B,A,480,90,1.6,732,687,45,Quality Hold
2026-06-05,Line B,B,480,20,1.6,611,582,29,No Downtime
2026-06-05,Line B,C,480,20,1.6,435,415,20,Machine Failure
2026-06-05,Line C,A,480,0,1.6,664,639,25,Planned Maintenance
2026-06-05,Line C,B,480,20,1.6,424,373,51,Planned Maintenance
2026-06-05,Line C,C,480,30,1.6,448,390,58,Changeover
2026-06-05,Line D,A,480,30,1.6,691,677,14,No Downtime
2026-06-05,Line D,B,480,20,1.6,553,505,48,Material Shortage
2026-06-05,Line D,C,480,30,1.6,480,455,25,No Downtime
2026-06-06,Line A,A,480,30,1.6,665,633,32,Changeover
2026-06-06,Line A,B,480,10,1.6,653,641,12,Planned Maintenance
2026-06-06,Line A,C,480,0,1.6,679,661,18,No Downtime
2026-06-06,Line B,A,480,10,1.6,471,415,56,No Downtime
2026-06-06,Line B,B,480,0,1.6,599,578,21,Planned Maintenance
2026-06-06,Line B,C,480,45,1.6,584,562,22,Planned Maintenance
2026-06-06,Line C,A,480,20,1.6,454,437,17,Changeover
2026-06-06,Line C,B,480,0,1.6,711,665,46,Material Shortage
2026-06-06,Line C,C,480,10,1.6,716,684,32,Changeover
2026-06-06,Line D,A,480,45,1.6,726,698,28,Quality Hold
2026-06-06,Line D,B,480,30,1.6,554,511,43,Changeover
2026-06-06,Line D,C,480,10,1.6,595,581,14,Material Shortage
2026-06-07,Line A,A,480,10,1.6,530,482,48,Changeover
2026-06-07,Line A,B,480,60,1.6,621,584,37,Material Shortage
2026-06-07,Line A,C,480,90,1.6,550,524,26,Material Shortage
2026-06-07,Line B,A,480,30,1.6,720,692,28,Quality Hold
2026-06-07,Line B,B,480,60,1.6,448,409,39,Machine Failure
2026-06-07,Line B,C,480,0,1.6,653,599,54,Quality Hold
2026-06-07,Line C,A,480,20,1.6,641,632,9,Planned Maintenance
2026-06-07,Line C,B,480,20,1.6,438,399,39,Machine Failure
2026-06-07,Line C,C,480,45,1.6,531,520,11,Changeover
2026-06-07,Line D,A,480,120,1.6,382,355,27,Machine Failure
2026-06-07,Line D,B,480,20,1.6,646,630,16,Changeover
2026-06-07,Line D,C,480,20,1.6,467,427,40,Planned Maintenance
2026-06-08,Line A,A,480,0,1.6,766,715,51,Machine Failure
2026-06-08,Line A,B,480,30,1.6,744,716,28,Changeover
2026-06-08,Line A,C,480,10,1.6,410,395,15,No Downtime
2026-06-08,Line B,A,480,60,1.6,506,469,37,Material Shortage
2026-06-08,Line B,B,480,45,1.6,492,451,41,Quality Hold
2026-06-08,Line B,C,480,0,1.6,407,357,50,Planned Maintenance
